C,1.350508,0.7790238,0.6630868,H,1.825709,1.257877,-0.1891705,H,1.848891,1.089646,1.577782,H,0.3037303,1.06899,0.7044747,H,1.423537,-0.3005121,0.5594173,C,-1.832366,1.29379,-2.492349,N,-1.370433,2.318893,-2.58271,
C,1.366716,0.8042899,0.6828951,H,1.759809,1.361483,-0.1780943,H,1.81416,1.125417,1.600315,H,0.2837057,1.090795,0.6294165,H,1.449777,-0.2993352,0.5947006,C,-1.830842,1.305028,-2.473094,N,-1.35443,2.31926,-2.596931,
C,-3.803611,-2.267309,0.7649001,H,-3.796598,-3.150483,1.493531,H,-4.393698,-1.399793,1.007952,H,-4.217465,-2.83274,-0.1578441,H,-2.655651,-0.8666909,1.937266,C,-2.613919,0.1791995,2.330572,N,-2.536911,1.241336,2.765962,
C,-2.927686,0.1537731,-2.512119,H,-2.469427,0.8227928,-1.82167,H,-2.475899,-0.8522327,-2.570246,H,-3.057747,0.6106147,-3.481688,H,-4.018957,0.01160407,-1.970984,C,-3.879463,-0.2050499,0.06344648,N,-4.423705,-0.1384299,1.097049,
C,-3.450782,3.334512,4.11465,H,-4.447155,3.74139,4.341071,H,-4.552629,0.1180568,4.181421,H,-3.188349,3.212496,3.069427,H,-2.697286,3.171041,4.9088,C,-4.440723,-0.9704312,3.946023,N,-4.649342,-2.117911,3.776332,
C,-0.5086471,-2.138874,-3.320668,H,-0.5449647,-3.037079,-2.67853,H,-2.579219,-1.18992,-4.731098,H,0.09338155,-1.310481,-2.913202,H,-0.05239588,-2.407384,-4.421351,C,-2.153129,-1.813992,-3.854247,N,-2.438829,-2.964101,-4.357528,
C,-0.5045802,-2.127047,-3.351115,H,-0.5494158,-2.984488,-2.664035,H,-2.567575,-1.203807,-4.760635,H,0.08273561,-1.286342,-2.932758,H,-0.1122211,-2.475661,-4.4418,C,-2.160016,-1.8287,-3.896619,N,-2.472412,-2.978231,-4.349456,
C,-0.5022427,-2.115798,-3.382988,H,-0.554538,-2.932268,-2.652238,H,-2.55981,-1.206145,-4.801468,H,0.06444847,-1.26421,-2.954314,H,-0.1968368,-2.534012,-4.460943,C,-2.163732,-1.847595,-3.939204,N,-2.504302,-2.990485,-4.339823,
C,-0.5019425,-2.104652,-3.417862,H,-0.5610781,-2.879059,-2.642257,H,-2.554239,-1.201878,-4.855715,H,0.03921267,-1.242739,-2.983683,H,-0.3009731,-2.58427,-4.482919,C,-2.164832,-1.870366,-3.984235,N,-2.536896,-3.002506,-4.328452,
C,-0.5041925,-2.095584,-3.450135,H,-0.5683131,-2.833749,-2.636402,H,-2.54918,-1.199782,-4.91186,H,0.01330759,-1.223851,-3.019423,H,-0.3977849,-2.618635,-4.507147,C,-2.163549,-1.891831,-4.024771,N,-2.565775,-3.013365,-4.317443,
C,-0.5096942,-2.087461,-3.484751,H,-0.5774288,-2.789309,-2.635137,H,-2.541651,-1.207454,-4.974766,H,-0.01488655,-1.202487,-3.068526,H,-0.4926237,-2.643363,-4.538952,C,-2.1601,-1.913839,-4.067217,N,-2.596018,-3.025496,-4.305333,
C,-0.5183054,-2.081136,-3.519178,H,-0.5875934,-2.749099,-2.639998,H,-2.531447,-1.228594,-4.960325,H,-0.04146111,-1.178422,-3.12768,H,-0.5700176,-2.657095,-4.576118,C,-2.155069,-1.933764,-4.108376,N,-2.625769,-3.038428,-4.293143,
C,-0.5303546,-2.076829,-3.553519,H,-0.598367,-2.713795,-2.652341,H,-2.521434,-1.256602,-4.914187,H,-0.0655265,-1.151009,-3.197243,H,-0.623381,-2.657851,-4.617239,C,-2.148313,-1.95157,-4.147415,N,-2.655147,-3.05243,-4.280894,
C,-0.5465948,-2.073968,-3.590447,H,-0.6097699,-2.681557,-2.672863,H,-2.517484,-1.275275,-4.89155,H,-0.08946554,-1.12009,-3.281479,H,-0.6557447,-2.643098,-4.661738,C,-2.138959,-1.97002,-4.185932,N,-2.686163,-3.068319,-4.267655,
C,-0.5647868,-2.072349,-3.625537,H,-0.6194984,-2.65743,-2.698013,H,-2.52486,-1.268386,-4.901946,H,-0.1117409,-1.093083,-3.368692,H,-0.6626248,-2.613208,-4.700603,C,-2.128151,-1.988383,-4.218241,N,-2.714558,-3.083411,-4.255094,
C,-3.43164,3.370286,4.108705,H,-4.420883,3.80631,4.316234,H,-4.549191,0.156212,4.148414,H,-3.158278,3.281547,3.058812,H,-2.670071,3.246292,4.898624,C,-4.441625,-0.9759468,3.926867,N,-4.654053,-2.113226,3.784102,
C,-0.5870057,-2.070981,-3.66362,H,-0.6278196,-2.639057,-2.729686,H,-2.541861,-1.238084,-4.937888,H,-0.1369251,-1.070269,-3.46832,H,-0.6452312,-2.565387,-4.736519,C,-2.115318,-2.00959,-4.24892,N,-2.743586,-3.098728,-4.241667,
